Time,DNI,Temp
9030.0,0.0,6.02591323677
9060.0,943.798009687,10.7484486529
9090.0,0.0,11.2712543395
9120.0,0.0,11.4714527784
9150.0,0.0,11.3371203616
9180.0,491.712910348,18.3953194429
9210.0,484.200643184,19.8468413727
9240.0,478.366012321,23.9470841634
9270.0,495.260477446,26.8972028072
9300.0,296.003083875,28.2109730708
9330.0,179.576530288,26.3105458949
9360.0,523.010266147,26.6766226044
9390.0,340.300688366,25.6184459828
9420.0,111.294177915,26.787152421
9450.0,289.970594762,24.7577484442
9480.0,0.0,20.0873524507
9510.0,0.0,18.7564616779
9540.0,0.0,17.375387899
9570.0,0.0,15.7738315487
9600.0,0.0,14.4934405081
9630.0,0.0,14.1328230226
9660.0,0.0,13.6509218326
9690.0,0.0,12.5984670639
9720.0,0.0,10.6820214628
9750.0,0.0,8.76014242608
9780.0,0.0,6.71734260216
9810.0,0.0,2.14140168183
9840.0,0.0,-2.64974943744
9870.0,0.0,-4.51194467988
9900.0,0.0,-7.86945497148
9930.0,0.0,-10.9279006519
9960.0,0.0,-13.7615956948
9990.0,0.0,-13.9733245176
10020.0,0.0,-15.2915753461
10050.0,0.0,-14.6005211804
10080.0,0.0,-14.5394104929
10110.0,0.0,-17.0409197398
10140.0,0.0,-18.3965549972
10170.0,0.0,-19.3439434934
10200.0,0.0,-19.4202982853
10230.0,0.0,-21.2783239346
10260.0,0.0,-19.4582938438
10290.0,0.0,-17.3744469513
10320.0,0.0,-12.6665981853
10350.0,0.0,-10.4384112513
10380.0,0.0,-6.52550595546
10410.0,0.0,-1.8417775852
10440.0,0.0,8.12158537669
10470.0,0.0,7.7219737347
10500.0,453.745565278,7.01249327907
10530.0,0.0,16.0715901931
10560.0,0.0,17.4858226975
10590.0,0.0,17.5414807264
10620.0,0.0,17.2101391588
10650.0,0.0,16.8933080123
10680.0,0.0,17.0214951868
10710.0,0.0,17.2534691541
10740.0,0.0,19.9453432143
10770.0,0.0,22.5905936918
10800.0,0.0,23.4677144914
10830.0,0.0,25.4369377652
10860.0,0.0,26.0820444107
10890.0,0.0,26.4170581705
10920.0,0.0,22.878009128
10950.0,0.0,21.0369066644
10980.0,0.0,19.9197267305
11010.0,0.0,17.6976650052
11040.0,0.0,15.870571766
11070.0,0.0,12.1418277533
11100.0,0.0,9.24210000288
11130.0,0.0,7.10064114956
11160.0,0.0,6.28743846058
11190.0,0.0,2.1162838945
11220.0,0.0,-1.24195148574
11250.0,0.0,-2.30081665843
11280.0,0.0,-5.97076048451
11310.0,0.0,-8.86196139958
11340.0,0.0,-9.13313280116
11370.0,0.0,-9.29131375085
11400.0,0.0,-6.57839609237
11430.0,0.0,-6.22181886358
11460.0,0.0,-6.75966670779
11490.0,0.0,-3.56627050703
11520.0,0.0,-3.90201416157
11550.0,0.0,-4.94920879757
11580.0,0.0,-5.50005123254
11610.0,0.0,-9.38214191305
11640.0,0.0,-6.16448251566
11670.0,0.0,-4.64945607975
11700.0,0.0,-3.01155253192
11730.0,0.0,-1.91907064041
11760.0,0.0,-1.07107417088
11790.0,0.0,0.0485852764687
11820.0,0.0,0.454421383769
11850.0,0.0,6.51030337925
11880.0,0.0,8.85997623549
11910.0,0.0,15.7012654161
11940.0,606.180645854,5.31685034752
11970.0,0.0,26.1808611739
12000.0,0.0,31.2058434996
12030.0,491.996948751,15.1860192286
12060.0,491.168634891,16.7135551146
12090.0,483.035672612,17.4481781726
12120.0,627.429863843,19.0816110878
12150.0,1188.17610274,19.1973042917
12180.0,502.369270499,21.6148092996
12210.0,519.264343534,24.5045567884
12240.0,536.665749888,23.9475138375
12270.0,1364.64420359,23.3131617536
12300.0,1996.60443606,23.4843828879
12330.0,1012.56498782,22.8914866268
12360.0,1074.29999414,23.5128156498
12390.0,1994.1847556,23.0450872307
12420.0,1282.4842699,22.120468596
12450.0,608.167432781,22.7108514654
12480.0,580.527991023,21.8885731832
12510.0,278.900216936,20.6864396683
12540.0,0.0,37.8397784958
12570.0,0.0,37.2405112538
12600.0,0.0,34.5994113461
12630.0,0.0,30.8550763922
12660.0,0.0,22.5500057943
12690.0,0.0,15.840549212
12720.0,0.0,7.24118558567
12750.0,0.0,0.356664258716
12780.0,0.0,-5.13647256527
12810.0,0.0,-8.93892216315
12840.0,0.0,-11.1032418187
12870.0,0.0,-14.7162479536
12900.0,0.0,-20.4685904732
12930.0,0.0,-21.0099144823
12960.0,0.0,-24.2981916736
12990.0,0.0,-24.7064745404
13020.0,0.0,-31.421582849
13050.0,0.0,-30.1740148
13080.0,0.0,-29.7369943511
13110.0,0.0,-26.5892986401
13140.0,0.0,-21.4557007811
13170.0,0.0,-14.4021192952
13200.0,0.0,-11.7136106166
13230.0,0.0,-5.06747737829
13260.0,0.0,-1.40427530599
13290.0,0.0,5.028073617
13320.0,0.0,9.17717832926
13350.0,0.0,11.47771734
13380.0,331.970091936,9.76145263386
13410.0,0.0,19.4754294647
13440.0,120.744621813,14.7790722327
13470.0,467.823938276,17.139582724
13500.0,468.775404525,17.627754639
13530.0,301.922560304,19.8780427236
13560.0,482.755566412,21.8797245862
13590.0,1505.01791594,22.0865480771
13620.0,1777.75980285,22.2795071816
13650.0,1410.44470242,24.7164373627
13680.0,2003.44030813,25.493138394
13710.0,2153.0581307,26.9280292902
13740.0,568.710602836,26.1412942571
13770.0,1609.01678825,26.8594968088
13800.0,652.885445867,26.3496846467
13830.0,611.949021197,25.0159172786
13860.0,639.936277495,22.3040411246
13890.0,597.265763512,22.5994927703
13920.0,592.194895897,19.9540178406
13950.0,556.060326346,19.5543365273
13980.0,0.0,25.7871882731
14010.0,0.0,19.8013983262
14040.0,0.0,14.3904277121
14070.0,0.0,9.15646959689
14100.0,0.0,4.94352986025
14130.0,0.0,2.60554278883
14160.0,0.0,1.45050425085
14190.0,0.0,2.81140916555
14220.0,0.0,2.3958974975
14250.0,0.0,1.10157029639
14280.0,0.0,4.44345574115
14310.0,0.0,2.49142050536
14340.0,0.0,1.21633134685
14370.0,0.0,-0.969180003663
14400.0,0.0,0.462661009157
14430.0,0.0,1.27913259107
14460.0,0.0,-0.0495943560821
14490.0,0.0,-0.786153253159
14520.0,0.0,0.896834583003
14550.0,0.0,0.606147578247
14580.0,0.0,2.56278169837
14610.0,0.0,4.59754835605
14640.0,0.0,5.29237983393
14670.0,0.0,8.40533485168
14700.0,0.0,5.9949773815
14730.0,0.0,4.37405261068
14760.0,0.0,4.89009146074
14790.0,0.0,5.22628139236
14820.0,164.2872758,9.16144835826
14850.0,479.699935981,12.6147237752
14880.0,481.930341707,13.8978325969
14910.0,0.0,13.9231875788
14940.0,0.0,12.8472631254
14970.0,0.0,14.7295593136
15000.0,1067.88189165,22.4975923221
15030.0,496.278345267,25.1315070704
15060.0,0.0,19.4279969644
15090.0,0.0,20.6567616454
15120.0,0.0,22.8562383968
15150.0,0.0,23.9411002367
15180.0,561.454617386,28.6292526109
15210.0,593.519236272,28.5693405506
15240.0,0.0,24.6472351685
15270.0,617.60497673,26.9539735347
15300.0,1694.61383404,26.4005656903
15330.0,611.367074522,24.2803366694
15360.0,1735.61297053,20.9147014195
15390.0,1930.43085336,18.4337334999
15420.0,0.0,19.2117233505
15450.0,0.0,15.9322944531
15480.0,0.0,12.5415278641
15510.0,0.0,8.42366361673
15540.0,0.0,4.48034569691
15570.0,0.0,1.91067339746
15600.0,0.0,-4.80750393588
15630.0,0.0,-8.11258683756
15660.0,0.0,-13.8067610304
15690.0,0.0,-21.3917872481
15720.0,0.0,-25.7464008578
15750.0,0.0,-27.8281766497
15780.0,0.0,-32.5663758253
15810.0,0.0,-37.1180607688
15840.0,0.0,-39.4397113936
15870.0,0.0,-37.1468395964
15900.0,0.0,-35.0364662578
15930.0,0.0,-31.7930490094
15960.0,0.0,-28.7784908206
15990.0,0.0,-20.6121740553
16020.0,0.0,-15.1971222225
16050.0,0.0,-10.6003617641
16080.0,0.0,-1.87633539391
16110.0,0.0,5.93729738534
16140.0,0.0,12.2754753387
16170.0,0.0,16.9493980957
16200.0,0.0,15.678060661
16230.0,0.0,17.5020094788
16260.0,1897.01568707,8.96999082359
16290.0,2060.5258945,9.63612811101
16320.0,2016.48135712,11.174594979
16350.0,0.0,23.6413322238
16380.0,0.0,23.666664535
16410.0,0.0,20.7544144159
16440.0,0.0,20.676915729
16470.0,0.0,19.5591848116
16500.0,0.0,19.9400935803
16530.0,0.0,19.5440670986
16560.0,0.0,20.0849754706
16590.0,0.0,20.4585983302
16620.0,0.0,21.7561155821
16650.0,0.0,23.9579961854
16680.0,0.0,24.093915207
16710.0,0.0,25.6140546147
16740.0,0.0,26.8237518062
16770.0,0.0,26.3851780577
16800.0,0.0,26.805389563
16830.0,0.0,25.4313319313
16860.0,0.0,21.0682425672
16890.0,0.0,20.6465925854
16920.0,0.0,17.4582990969
16950.0,0.0,15.2528893146
16980.0,0.0,9.72956058062
17010.0,0.0,5.93357249787
17040.0,0.0,2.71530234805
17070.0,0.0,3.63459419077
17100.0,0.0,0.943738595024
17130.0,0.0,-0.664638000094
17160.0,0.0,-4.88047732467
17190.0,0.0,-6.9914636896
17220.0,0.0,-9.32033470159
17250.0,0.0,-10.0897781906
17280.0,0.0,-8.03373494503
17310.0,0.0,-6.23337542567
17340.0,0.0,-9.57593650079
17370.0,0.0,-4.07525955585
17400.0,0.0,-7.33306690767
17430.0,0.0,-2.73831281844
17460.0,0.0,1.80979132905
17490.0,0.0,5.0826359161
17520.0,0.0,5.90991312054
17550.0,0.0,11.8921740756
17580.0,0.0,14.7766783551
17610.0,0.0,16.3153558839
17640.0,0.0,15.3011764741
17670.0,0.0,17.0353063788
17700.0,1506.3321852,4.00774314415
17730.0,0.0,18.1527428107
17760.0,0.0,17.8291610061
17790.0,0.0,19.3185543393
17820.0,0.0,22.5890755972
17850.0,0.0,22.2186188108
17880.0,0.0,22.848890847
17910.0,0.0,21.7029439619
17940.0,0.0,22.6877164398
17970.0,0.0,22.4801379263
18000.0,0.0,22.6681175019
18030.0,0.0,23.9370168893
18060.0,0.0,26.2506167
18090.0,0.0,27.7252517774
18120.0,0.0,27.5886394024
18150.0,0.0,28.7449157548
18180.0,0.0,30.7437157502
18210.0,0.0,29.8569650584
18240.0,0.0,32.068203886
18270.0,0.0,30.6431846574
18300.0,0.0,30.3620733921
18330.0,0.0,27.2428990708
18360.0,0.0,19.8266634285
18390.0,0.0,18.2589574028
18420.0,0.0,18.4064924145
18450.0,0.0,17.6191339068
18480.0,0.0,16.5560258863
18510.0,0.0,13.1354167472
18540.0,0.0,8.13272369001
18570.0,0.0,4.09263941308
18600.0,0.0,-3.61257477122
18630.0,0.0,-4.6454044707
18660.0,0.0,-2.733732844
18690.0,0.0,-4.79122399088
18720.0,0.0,-5.56239313785
18750.0,0.0,-6.92827403126
18780.0,0.0,-7.91442869558
18810.0,0.0,-5.98190570322
18840.0,0.0,-1.45904533866
18870.0,0.0,2.80694595978
18900.0,0.0,6.80342794536
18930.0,0.0,5.53216134578
18960.0,0.0,6.06302266725
18990.0,0.0,7.74227308538
19020.0,0.0,7.40858396976
19050.0,0.0,8.3316552307
19080.0,0.0,8.40391412376
19110.0,0.0,9.74407862887
19140.0,462.986302216,5.23790371946
19170.0,0.0,13.4440823138
19200.0,0.0,14.5418054968
19230.0,0.0,16.9325840783
19260.0,0.0,18.7074206741
19290.0,0.0,20.5247993236
19320.0,0.0,21.7979471082
19350.0,0.0,24.1933307842
19380.0,0.0,27.3767742183
19410.0,0.0,34.6989253398
19440.0,0.0,42.457651156
19470.0,545.022486401,23.0165769289
19500.0,551.714482044,23.7749329356
19530.0,581.511759064,24.6762181088
19560.0,599.593727357,25.7371560665
19590.0,608.427729324,25.9076970882
19620.0,611.240350093,25.1077953311
19650.0,422.124460404,23.1836615456
19680.0,316.155555803,21.2392590838
19710.0,435.286016144,19.3030919761
19740.0,0.0,37.9757572393
19770.0,0.0,37.0926788377
19800.0,0.0,35.5552294389
19830.0,0.0,31.45171407
19860.0,0.0,26.3108153273
19890.0,0.0,22.8598112771
19920.0,0.0,16.3534042565
19950.0,0.0,14.6980728539
19980.0,0.0,8.53970725405
20010.0,0.0,1.67269718891
20040.0,0.0,-1.8473229573
20070.0,0.0,-5.23787641189
20100.0,0.0,-6.8641005944
20130.0,0.0,-10.7157527118
20160.0,0.0,-14.3714412046
20190.0,0.0,-10.7415551864
20220.0,0.0,-13.123810617
20250.0,0.0,-9.16179670249
20280.0,0.0,-8.86114574656
20310.0,0.0,-9.01490704438
20340.0,0.0,-7.60237632151
20370.0,0.0,-1.86842387009
20400.0,0.0,0.733521047851
20430.0,0.0,2.49340065038
20460.0,0.0,2.14308669872
20490.0,0.0,1.81017202477
20520.0,0.0,4.71328916685
20550.0,0.0,6.04207397913
20580.0,457.920663074,8.88062757004
20610.0,0.0,8.76107316497
20640.0,0.0,10.2471886507
20670.0,240.168564851,16.9966222646
20700.0,57.7321910457,18.2107554493
20730.0,151.590265484,21.68908201
20760.0,486.391257599,22.0023309795
20790.0,460.304501352,24.5960177264
20820.0,55.4089639591,26.5594448176
20850.0,299.762029654,25.2618056469
20880.0,522.388444785,24.8874235934
20910.0,348.583983332,26.0756348748
20940.0,225.547748741,26.3130313938
20970.0,565.937659453,25.6665086316
21000.0,222.570348389,27.4063393564
21030.0,579.936335478,25.3098133996
21060.0,187.76015731,28.0636326859
21090.0,198.281529814,29.6548885384
21120.0,549.55028077,28.7351380079
21150.0,264.062564043,24.1217817912
21180.0,0.0,12.4437569728
21210.0,0.0,10.3922024176
21240.0,0.0,9.09184386403
21270.0,0.0,3.02041709255
21300.0,0.0,1.08945273445
21330.0,0.0,-3.01477551158
21360.0,0.0,-3.8998097129
21390.0,0.0,-6.17230278266
21420.0,0.0,-6.72619548002
21450.0,0.0,-8.15703924425
21480.0,0.0,-7.71464251323
21510.0,0.0,-9.39050956666
21540.0,0.0,-7.99409808646
21570.0,0.0,-6.58370713336
21600.0,0.0,-8.81849723182
21630.0,0.0,-12.7508430485
21660.0,0.0,-14.6821078773
21690.0,0.0,-16.5456047489
21720.0,0.0,-17.5016214854
21750.0,0.0,-15.7719753133
21780.0,0.0,-16.0816927064
21810.0,0.0,-14.7406761362
21840.0,0.0,-13.4145636754
21870.0,0.0,-8.62688389514
21900.0,0.0,-4.83735258556
21930.0,0.0,-2.20951522233
21960.0,0.0,2.78114792807
21990.0,0.0,8.24228852844
22020.0,312.993505452,12.7944156256
22050.0,0.0,19.6045848764
22080.0,0.0,27.0190525029
22110.0,0.0,32.9908585075
22140.0,0.0,36.3921971885
22170.0,0.0,40.1081955652
22200.0,465.518124878,23.9871449255
22230.0,473.200201954,25.2766579231
22260.0,481.316732827,26.4710898095
22290.0,501.58992544,28.1285323396
22320.0,120.27306803,30.049443672
22350.0,86.2396131202,32.1035422448
22380.0,277.675848873,30.1240382611
22410.0,564.866210627,29.7543792847
22440.0,218.290419723,30.2388006489
22470.0,411.089727629,29.214119493
22500.0,398.479156861,27.1631313984
22530.0,311.26039695,26.3495044962
22560.0,0.0,40.1318604818
22590.0,0.0,36.5670514715
22620.0,0.0,36.8739480099
22650.0,0.0,34.7567078067
22680.0,0.0,27.0921514438
22710.0,0.0,17.9936319258
22740.0,0.0,10.822368435
22770.0,0.0,6.39598814386
22800.0,0.0,-1.97951980917
22830.0,0.0,-8.13136851614
22860.0,0.0,-17.4256784283
22890.0,0.0,-24.7319591186
22920.0,0.0,-28.1884155496
22950.0,0.0,-30.9569786933
22980.0,0.0,-34.5915104617
23010.0,0.0,-38.0210782756
23040.0,0.0,-37.2637039437
23070.0,0.0,-36.843959961
23100.0,0.0,-36.2573179684
23130.0,0.0,-38.1319036787
23160.0,0.0,-36.2527034
23190.0,0.0,-34.1337510234
23220.0,0.0,-29.3593351887
23250.0,0.0,-27.6979466289
23280.0,0.0,-23.6326806932
23310.0,0.0,-22.0233935407
23340.0,0.0,-18.0390395504
23370.0,0.0,-14.9473949043
23400.0,0.0,-5.86356583885
23430.0,0.0,0.576239700227
23460.0,464.416210097,14.8643704915
23490.0,0.0,9.11590481562
23520.0,0.0,13.5978864765
23550.0,0.0,18.6211589152
23580.0,0.0,23.7775659246
23610.0,0.0,28.1372379118
23640.0,0.0,30.1453501548
23670.0,0.0,33.8741191043
23700.0,0.0,35.4208748822
23730.0,0.0,33.8540257321
23760.0,0.0,37.7210937124
23790.0,0.0,39.2966723219
23820.0,0.0,41.6101212904
23850.0,0.0,43.0596148169
23880.0,0.0,39.9614321832
23910.0,0.0,35.585974556
23940.0,0.0,29.9890416494
23970.0,0.0,30.0902562952
24000.0,0.0,29.0540072514
24030.0,0.0,25.541847112
24060.0,0.0,23.0068238297
24090.0,0.0,21.5802310144
24120.0,0.0,19.0547647162
24150.0,0.0,16.4040489108
24180.0,0.0,11.5509762077
24210.0,0.0,4.94807258792
24240.0,0.0,1.22305674728
24270.0,0.0,-3.32067031838
24300.0,0.0,-6.32323673705
24330.0,0.0,-10.4692156735
24360.0,0.0,-12.6408836946
24390.0,0.0,-16.2292314856
24420.0,0.0,-18.4274326863
24450.0,0.0,-22.2489020521
24480.0,0.0,-23.2198512802
24510.0,0.0,-21.6204630126
24540.0,0.0,-20.2674845656
24570.0,0.0,-18.740336017
24600.0,0.0,-18.105885368
24630.0,0.0,-16.1162407381
24660.0,0.0,-11.6736386904
24690.0,0.0,-5.9016409658
24720.0,0.0,-1.39347860347
24750.0,0.0,4.28611485073
24780.0,0.0,5.85074238585
24810.0,0.0,10.2053075791
24840.0,0.0,12.5141154654
24870.0,0.0,13.6918054062
24900.0,0.0,18.3968173361
24930.0,0.0,17.0075837131
24960.0,0.0,18.0900195184
24990.0,264.389153955,21.6962189584
25020.0,-83.5454112187,19.2045093148
25050.0,107.230040947,20.5995239273
25080.0,243.522694511,23.111802917
25110.0,470.372014167,24.7069207419
